0.089809 0.100000 0.086866 0.524954 0.584415 0.665662 0.524954 0.584415 0.665662 0.524954 0.584415 0.665662 0.524954 0.584415 0.665662 0.524954 0.584415 0.665662 1.000000
0.089217 0.100000 0.104944 0.107039 0.124343 0.334883 0.107039 0.124343 0.334883 0.107039 0.124343 0.334883 0.107039 0.124343 0.334883 0.107039 0.124343 0.334883 1.000000
0.095092 0.100000 0.062734 0.123560 0.149054 0.124380 0.123560 0.149054 0.124380 0.123560 0.149054 0.124380 0.123560 0.149054 0.124380 0.123560 0.149054 0.124380 1.000000
0.144101 0.100000 0.104578 0.422372 0.495196 0.164829 0.422372 0.495196 0.164829 0.422372 0.495196 0.164829 0.422372 0.495196 0.164829 0.422372 0.495196 0.164829 1.000000
0.081670 0.100000 0.105130 0.265198 0.328990 0.405108 0.265198 0.328990 0.405108 0.265198 0.328990 0.405108 0.265198 0.328990 0.405108 0.265198 0.328990 0.405108 1.000000
0.101415 0.100000 0.164495 0.312629 0.344053 0.487502 0.312629 0.344053 0.487502 0.312629 0.344053 0.487502 0.312629 0.344053 0.487502 0.312629 0.344053 0.487502 1.000000
0.093220 0.100000 0.098141 0.583696 0.620392 0.447014 0.583696 0.620392 0.447014 0.583696 0.620392 0.447014 0.583696 0.620392 0.447014 0.583696 0.620392 0.447014 1.000000
0.089333 0.100000 0.092337 0.469852 0.435178 0.537908 0.469852 0.435178 0.537908 0.469852 0.435178 0.537908 0.469852 0.435178 0.537908 0.469852 0.435178 0.537908 1.000000
0.090293 0.100000 0.076331 0.314516 0.451165 0.454631 0.314516 0.451165 0.454631 0.314516 0.451165 0.454631 0.314516 0.451165 0.454631 0.314516 0.451165 0.454631 1.000000
0.091514 0.100000 0.072068 0.535165 0.529228 0.318945 0.535165 0.529228 0.318945 0.535165 0.529228 0.318945 0.535165 0.529228 0.318945 0.535165 0.529228 0.318945 1.000000
0.108694 0.100000 0.324647 0.254529 0.294833 0.307199 0.254529 0.294833 0.307199 0.254529 0.294833 0.307199 0.254529 0.294833 0.307199 0.254529 0.294833 0.307199 1.000000
0.072426 0.100000 0.078886 0.632272 0.619604 0.614029 0.632272 0.619604 0.614029 0.632272 0.619604 0.614029 0.632272 0.619604 0.614029 0.632272 0.619604 0.614029 1.000000
0.092558 0.100000 0.140604 0.492958 0.474728 0.379519 0.492958 0.474728 0.379519 0.492958 0.474728 0.379519 0.492958 0.474728 0.379519 0.492958 0.474728 0.379519 1.000000
0.086682 0.100000 0.058504 0.550510 0.529419 0.482882 0.550510 0.529419 0.482882 0.550510 0.529419 0.482882 0.550510 0.529419 0.482882 0.550510 0.529419 0.482882 1.000000
0.090944 0.100000 0.163494 0.341731 0.409701 0.400119 0.341731 0.409701 0.400119 0.341731 0.409701 0.400119 0.341731 0.409701 0.400119 0.341731 0.409701 0.400119 1.000000
0.116754 0.100000 0.121919 0.483248 0.483556 0.254964 0.483248 0.483556 0.254964 0.483248 0.483556 0.254964 0.483248 0.483556 0.254964 0.483248 0.483556 0.254964 1.000000
0.087462 0.100000 0.053737 0.089722 0.088877 0.128676 0.089722 0.088877 0.128676 0.089722 0.088877 0.128676 0.089722 0.088877 0.128676 0.089722 0.088877 0.128676 1.000000
0.117684 0.100000 0.059524 0.275017 0.236473 0.102146 0.275017 0.236473 0.102146 0.275017 0.236473 0.102146 0.275017 0.236473 0.102146 0.275017 0.236473 0.102146 1.000000
0.103128 0.100000 0.075069 0.264216 0.207204 0.308539 0.264216 0.207204 0.308539 0.264216 0.207204 0.308539 0.264216 0.207204 0.308539 0.264216 0.207204 0.308539 1.000000
0.087680 0.100000 0.132310 0.341961 0.313121 0.221850 0.341961 0.313121 0.221850 0.341961 0.313121 0.221850 0.341961 0.313121 0.221850 0.341961 0.313121 0.221850 1.000000
0.093931 0.100000 0.083622 0.191877 0.126644 0.035961 0.191877 0.126644 0.035961 0.191877 0.126644 0.035961 0.191877 0.126644 0.035961 0.191877 0.126644 0.035961 1.000000
0.095212 0.100000 0.068561 0.138123 0.105995 0.328855 0.138123 0.105995 0.328855 0.138123 0.105995 0.328855 0.138123 0.105995 0.328855 0.138123 0.105995 0.328855 1.000000
0.141864 0.100000 0.167926 0.206912 0.156907 0.365731 0.206912 0.156907 0.365731 0.206912 0.156907 0.365731 0.206912 0.156907 0.365731 0.206912 0.156907 0.365731 1.000000
0.099544 0.100000 0.074619 0.289662 0.268957 0.127158 0.289662 0.268957 0.127158 0.289662 0.268957 0.127158 0.289662 0.268957 0.127158 0.289662 0.268957 0.127158 1.000000
0.089915 0.100000 0.058991 0.444578 0.497861 0.234025 0.444578 0.497861 0.234025 0.444578 0.497861 0.234025 0.444578 0.497861 0.234025 0.444578 0.497861 0.234025 1.000000
